a_lua_i,e_lua_i,M0,inc_lua_i,status,dist_min,t_periapsis,dentro_alerta,dentro_hill,dentro_forte
1.45,0.38,315,20,ESTAVEL,0.007614223620007117,42009.171682154134,True,True,False
1.45,0.4,0,0,COLISAO,8.862469918653426e-05,12238.295388195911,True,True,True
1.45,0.4,0,10,ESTAVEL,0.002107074674162708,7015.8981989515705,True,True,True
1.45,0.4,0,20,ESTAVEL,0.002604579523990591,9684.010928121641,True,True,True
1.45,0.4,45,0,COLISAO,4.546107256667272e-05,9924.189429024143,True,True,True
1.45,0.4,45,10,ESTAVEL,0.0023074463657981703,33036.048367292286,True,True,True
1.45,0.4,45,20,ESTAVEL,0.0029439871849342627,9873.938305049678,True,True,True
1.45,0.4,90,0,EJETADA,5.992119838634625e-05,8397.023290463223,True,True,True
1.45,0.4,90,10,ESTAVEL,0.0025460107713217387,33338.08691884032,True,True,True
1.45,0.4,90,20,ESTAVEL,0.0335793142443873,8907.910592467832,False,False,False
1.45,0.4,135,0,EJETADA,0.00025347531017396775,3520.4961808960143,True,True,True
1.45,0.4,135,10,ESTAVEL,0.0037522158681160007,12586.115861305345,True,True,True
1.45,0.4,135,20,ESTAVEL,0.0013743176134629865,40024.42190722611,True,True,True
1.45,0.4,180,0,COLISAO,4.4704244806640506e-05,2347.965878819807,True,True,True
1.45,0.4,180,10,ESTAVEL,0.0020853424268954925,12444.220465381646,True,True,True
1.45,0.4,180,20,ESTAVEL,0.014257883679729518,41564.76878915472,True,False,False
1.45,0.4,225,0,COLISAO,0.00019877024404206802,4534.020490487699,True,True,True
1.45,0.4,225,10,ESTAVEL,0.0024244483706491356,7134.871028134166,True,True,True
1.45,0.4,225,20,ESTAVEL,0.010299986795224661,40793.382527594375,True,False,False
1.45,0.4,270,0,COLISAO,0.0003117976163006103,986.3943610316007,True,True,True
1.45,0.4,270,10,ESTAVEL,0.003491108830556256,44825.60663991306,True,True,True
1.45,0.4,270,20,ESTAVEL,0.001661613568122926,41664.908462069696,True,True,True
1.45,0.4,315,0,COLISAO,4.460804111892081e-05,22097.11242438249,True,True,True
1.45,0.4,315,10,ESTAVEL,0.005309554227049463,6847.88567722474,True,True,False
1.45,0.4,315,20,ESTAVEL,0.004332863781922214,33726.56699390354,True,True,True
1.45,0.43,0,0,COLISAO,0.0013209758823594054,2097.535764857091,True,True,True
1.45,0.43,0,10,ESTAVEL,0.0010025585559647787,43730.60610244325,True,True,True
1.45,0.43,0,20,ESTAVEL,0.003964388436623932,37587.930283519614,True,True,True
1.45,0.43,45,0,COLISAO,0.00032266990114398786,967.5023878890445,True,True,True
1.45,0.43,45,10,ESTAVEL,0.0042894831767217485,7818.915581812736,True,True,True
1.45,0.43,45,20,ESTAVEL,0.0037485356044493117,38432.40075127963,True,True,True
1.45,0.43,90,0,EJETADA,5.339198819486383e-05,9965.760303362818,True,True,True
1.45,0.43,90,10,ESTAVEL,0.0067008880662555335,49721.91828479422,True,True,False
1.45,0.43,90,20,ESTAVEL,0.0038211638442497745,32716.366469601315,True,True,True
1.45,0.43,135,0,COLISAO,5.1134234064661115e-05,7415.798945045038,True,True,True
1.45,0.43,135,10,ESTAVEL,0.0024597801339734807,32599.567976110815,True,True,True
1.45,0.43,135,20,ESTAVEL,0.003357194215376044,37070.492776430954,True,True,True
1.45,0.43,180,0,COLISAO,0.00010456150941988861,24371.512280005118,True,True,True
1.45,0.43,180,10,ESTAVEL,0.001831754247019223,26699.37306045523,True,True,True
1.45,0.43,180,20,ESTAVEL,0.030615920152468713,35741.118471995316,False,False,False
1.45,0.43,225,0,COLISAO,0.00047566112959334175,5825.99294553734,True,True,True
1.45,0.43,225,10,ESTAVEL,0.006750222724759194,43404.88273434537,True,True,False
1.45,0.43,225,20,ESTAVEL,0.0039641854484385765,38116.840563301455,True,True,True
1.45,0.43,270,0,COLISAO,7.547963030531307e-05,1898.0102550166162,True,True,True
1.45,0.43,270,10,ESTAVEL,0.008857822132887234,7559.90251167399,True,True,False
1.45,0.43,270,20,ESTAVEL,0.0029596079618065276,10068.992718504265,True,True,True
1.45,0.43,315,0,COLISAO,0.00020806294756587875,14216.930745895454,True,True,True
1.45,0.43,315,10,ESTAVEL,0.0024905919593941144,44655.13709307913,True,True,True
1.45,0.43,315,20,ESTAVEL,0.002940835317996813,37541.68669567195,True,True,True
1.45,0.45,0,0,COLISAO,0.0001980833536926914,27152.67730880255,True,True,True
1.45,0.45,0,10,ESTAVEL,0.005733716213642797,11541.735455442731,True,True,False
1.45,0.45,0,20,ESTAVEL,0.005030013762897877,32552.58040658501,True,True,False
1.45,0.45,45,0,COLISAO,0.0007144342819049261,3793.380078847083,True,True,True
1.45,0.45,45,10,ESTAVEL,0.0038731104631004347,7866.8882928929825,True,True,True
1.45,0.45,45,20,ESTAVEL,0.01088270206151092,10112.982943861807,True,False,False
1.45,0.45,90,0,COLISAO,5.204214622331877e-05,4935.672267417619,True,True,True
1.45,0.45,90,10,ESTAVEL,0.0069602949667350485,26555.021019576918,True,True,False
1.45,0.45,90,20,ESTAVEL,0.03423423428441821,9540.91986311189,False,False,False
1.45,0.45,135,0,EJETADA,8.485210822588655e-05,2197.249599821154,True,True,True
1.45,0.45,135,10,ESTAVEL,0.032999552304540214,6867.807386910851,False,False,False
1.45,0.45,135,20,ESTAVEL,0.017959226956886426,12479.454343641168,True,False,False
1.45,0.45,180,0,EJETADA,5.0075508811097304e-05,5447.261418902813,True,True,True
1.45,0.45,180,10,ESTAVEL,0.00038722345016186597,30170.475960564345,True,True,True
